windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,uniqueSrcIPs,uniqueDstIPs,uniqueSrcPorts,uniqueDstPorts,tcpPacketCount,udpPacketCount,label
56,1770807709.809892,1770807714.809892,148,233.6418918918919,325.63791941305254,3,3,4,4,148,0,alexa_longResponse
58,1770807719.809892,1770807724.809892,66,97.96969696969697,143.97200258778625,2,2,2,2,10,56,idle
59,1770807724.809892,1770807729.809892,1,135.0,,1,1,1,1,1,0,idle
60,1770807729.809892,1770807734.809892,13,259.46153846153845,278.5320494379463,3,3,4,4,13,0,idle
61,1770807734.809892,1770807739.809892,23,60.0,0.0,2,2,0,0,0,21,idle
62,1770807739.809892,1770807744.809892,7,211.14285714285714,265.85988074637396,2,2,3,3,7,0,idle
64,1770807749.809892,1770807754.809892,63,76.60317460317461,95.5931465492098,2,2,2,2,5,58,idle
65,1770807754.809892,1770807759.809892,9,244.88888888888889,388.0352575618756,2,2,2,2,9,0,idle
66,1770807759.809892,1770807764.809892,8,201.625,247.60621818870843,3,3,4,4,8,0,idle
67,1770807764.809892,1770807769.809892,63,60.0,0.0,2,2,0,0,0,61,idle
68,1770807769.809892,1770807774.809892,5,269.2,302.11868528775244,2,2,2,2,5,0,idle
70,1770807779.809892,1770807784.809892,63,76.60317460317461,95.5931465492098,2,2,2,2,5,58,idle
71,1770807784.809892,1770807789.809892,1,135.0,,1,1,1,1,1,0,idle
72,1770807789.809892,1770807794.809892,7,221.0,260.8128319951557,3,3,4,4,7,0,idle
73,1770807794.809892,1770807799.809892,102,80.12745098039215,51.189740534724585,7,7,4,4,12,56,idle
74,1770807799.809892,1770807804.809892,5,269.2,302.11868528775244,2,2,2,2,5,0,idle
76,1770807809.809892,1770807814.809892,66,75.84848484848484,93.42611106344002,2,2,2,2,5,61,idle
77,1770807814.809892,1770807819.809892,1,135.0,,1,1,1,1,1,0,idle
78,1770807819.809892,1770807824.809892,174,278.08620689655174,406.84598005258846,3,3,4,4,174,0,alexa_requestToPhone
79,1770807824.809892,1770807829.809892,312,506.3076923076923,619.8040725106337,3,3,2,2,252,58,alexa_requestToPhone
80,1770807829.809892,1770807834.809892,5,269.2,302.11868528775244,2,2,2,2,5,0,alexa_requestToPhone
82,1770807839.809892,1770807844.809892,67,95.88059701492537,157.56581331910456,3,3,4,4,12,55,alexa_requestToPhone
83,1770807844.809892,1770807849.809892,1,135.0,,1,1,1,1,1,0,idle
84,1770807849.809892,1770807854.809892,11,168.1818181818182,215.170545466529,4,4,5,5,11,0,idle
85,1770807854.809892,1770807859.809892,59,60.0,0.0,2,2,0,0,0,59,idle
86,1770807859.809892,1770807864.809892,5,269.2,302.11868528775244,2,2,2,2,5,0,idle
88,1770807869.809892,1770807874.809892,46,82.73913043478261,111.5687002668179,2,2,2,2,5,41,idle
89,1770807874.809892,1770807879.809892,1,135.0,,1,1,1,1,1,0,idle
90,1770807879.809892,1770807884.809892,7,221.0,260.8128319951557,3,3,4,4,7,0,idle
